"Вид отклонения","Результат проверки","Дата и время регистрации отклонения","Товарная группа","Субъект","Адрес места фиксации отклонения","Номер документа","Код","Идентификатор ВСД","Регистрационный номер ККТ (из чека)","Дата и время выполнения операции, в результате которой было выявлено отклонение","ИНН участника","Номер отклонения","Нивелировано","Объем из ВСД","Единицы измерения из ВСД","Объем из ГИС МТ","Единицы измерения из ГИС МТ","Разницы между объемами","Единицы измерения разницы","% превышения","GTIN","Идентификатор ФИАС","Муниципальный округ","Фискальный номер накопителя из чека операции","Проверка РР"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:17:59","Молочная продукция","Омская область","Омская обл, г Омск, ул Шебалдина, 60","87537380440801820375482","0104603406005141215pRsU_",,"","2025-06-15 11:10:00","5504242150","fc366539-b994-4fab-8072-3c00ebb6e5fc","Нет",,,,,,,,"04603406005141","cb98d538-6e75-4188-a729-d4a01f6a2b37","Омск","7380440801820375","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:13:35","Молочная продукция","Омская область","Омская обл, Азовский немецкий национальный р-н, с Азово, ул Российская, 47","62127380440801820321482","0104627175131177215VM:ur",,"","2025-06-15 11:00:00","5504242150","2f51e9b7-f484-4273-9cec-bfe28a984bbb","Нет",,,,,,,,"04627175131177","75b91049-2c38-4a67-92c8-06fffd699f02","Азовский немецкий","7380440801820321","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:13:35","Молочная продукция","Омская область","Омская обл, г Омск, пр-кт Мира, 69Ю","342637380440800980038482","01046271751311772154w6g)",,"","2025-06-15 11:01:00","5504242150","806d7d64-a9d8-489e-8853-b582bb47a8bf","Нет",,,,,,,,"04627175131177","2ad00523-7bea-49f6-aa3c-2e2479f7e484","Омск","7380440800980038","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 11:04:16","Молочная продукция","Омская область","Омская обл, г Омск, пр-кт Мира, 69Ю","342597380440800980038482","01046271751311772155*M3Y",,"","2025-06-15 10:52:00","5504242150","3103f684-656d-422a-9878-dc524107753c","Нет",,,,,,,,"04627175131177","2ad00523-7bea-49f6-aa3c-2e2479f7e484","Омск","7380440800980038","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:41:52","Молочная продукция","Омская область","Омская обл, Тюкалинский р-н, г Тюкалинск, ул 2-я Магистральная, 3","189757380440700655273482","01046271751311772156I'KI",,"","2025-06-15 10:37:00","5504242150","7aa7d673-e11a-42ee-999d-4442333e0b47","Нет",,,,,,,,"04627175131177","7dbd263d-7fbe-4756-8bd9-089076b8fce9","Тюкалинский","7380440700655273","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:41:46","Молочная продукция","Омская область","Омская обл, г Омск, ул 21-я Амурская, 46Б","116887380440801953895482","0104603406005141215mqSO(",,"","2025-06-15 10:38:00","5504242150","309bc7f4-b62e-4652-9abb-73af4c053b57","Нет",,,,,,,,"04603406005141","c869fb76-a730-4e2e-8f1d-28367f15b53a","Омск","7380440801953895","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:31:42","Молочная продукция","Омская область","Омская обл, Любинский р-н, рп Красный Яр, ул Дорожная, 13","336827380440700698948482","0104627175131177215&)>9O",,"","2025-06-15 10:26:00","5504242150","8573613d-9757-4cfa-bec9-90bf803ea339","Нет",,,,,,,,"04627175131177","3afb1a11-e903-41aa-95a8-f9f5c7817c71","Любинский","7380440700698948","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:23:06","Молочная продукция","Омская область","Омская обл, Азовский немецкий национальный р-н, с Азово, ул Российская, 47","61887380440801820321482","01046271751311772153z;sy",,"","2025-06-15 10:15:00","5504242150","0ad1edb4-26f6-4aef-bb5f-fb5c3cfca1d8","Нет",,,,,,,,"04627175131177","75b91049-2c38-4a67-92c8-06fffd699f02","Азовский немецкий","7380440801820321","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:23:06","Молочная продукция","Омская область","Омская обл, Азовский немецкий национальный р-н, с Азово, ул Российская, 47","61887380440801820321482","0104627175131177215y/VdB",,"","2025-06-15 10:15:00","5504242150","b7d5d3dd-e7f1-4486-8d37-49f4e790bb98","Нет",,,,,,,,"04627175131177","75b91049-2c38-4a67-92c8-06fffd699f02","Азовский немецкий","7380440801820321","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:18:54","Молочная продукция","Омская область","Омская обл, Калачинский р-н, г Калачинск, ул Вокзальная, 37","606797281440701628934482","0104603406005141215Mo&zI",,"","2025-06-15 10:14:00","5504242150","58a0d67f-85ce-4942-bcd1-c858fd3d4d40","Нет",,,,,,,,"04603406005141","bf3b78dd-7019-43ec-a2f7-997d3238bc49","Калачинский","7281440701628934","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:18:54","Молочная продукция","Омская область","Омская обл, Калачинский р-н, г Калачинск, ул Вокзальная, 37","606797281440701628934482","0104603406005141215>=Cn;",,"","2025-06-15 10:14:00","5504242150","16dc7380-a994-4cba-befb-2b358515bf94","Нет",,,,,,,,"04603406005141","bf3b78dd-7019-43ec-a2f7-997d3238bc49","Калачинский","7281440701628934","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:11:24","Молочная продукция","Омская область","Омская обл, г Омск, ул 4-я Челюскинцев, 1","157267384440800426975482","0104627175131177215icZbo",,"","2025-06-15 10:05:00","5504242150","a5cfc090-82d8-48e4-9237-41b02efaad00","Нет",,,,,,,,"04627175131177","44337f20-55ad-43ff-9c60-4c4aa56c6a65","Омск","7384440800426975","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:11:24","Молочная продукция","Омская область","Омская обл, г Омск, ул 4-я Челюскинцев, 1","157267384440800426975482","0104627175131177215Gixb&",,"","2025-06-15 10:05:00","5504242150","6aa02f56-4bac-4938-a6f0-4e11262a4f26","Нет",,,,,,,,"04627175131177","44337f20-55ad-43ff-9c60-4c4aa56c6a65","Омск","7384440800426975","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:10:02","Молочная продукция","Омская область","Омская обл, Азовский немецкий национальный р-н, с Азово, ул Российская, 47","61837380440801820321482","0104627175131177215(jxsW",,"","2025-06-15 10:04:00","5504242150","88e60875-0fba-4268-a8c3-71a614f801ca","Нет",,,,,,,,"04627175131177","75b91049-2c38-4a67-92c8-06fffd699f02","Азовский немецкий","7380440801820321","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:52:42","Молочная продукция","Омская область","Омская обл, Калачинский р-н, г Калачинск, ул Вокзальная, 37","606657281440701628934482","0104603406005141215-jTpm",,"","2025-06-15 09:46:00","5504242150","f98835d1-91d5-4af6-a4ef-596c3b8c8608","Нет",,,,,,,,"04603406005141","bf3b78dd-7019-43ec-a2f7-997d3238bc49","Калачинский","7281440701628934","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:52:42","Молочная продукция","Омская область","Омская обл, Калачинский р-н, г Калачинск, ул Вокзальная, 37","606657281440701628934482","0104603406005141215Bf:eg",,"","2025-06-15 09:46:00","5504242150","a65d2efc-17ff-4379-b31b-7b0266564e19","Нет",,,,,,,,"04603406005141","bf3b78dd-7019-43ec-a2f7-997d3238bc49","Калачинский","7281440701628934","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:38:03","Молочная продукция","Омская область","Омская обл, г Омск, пр-кт Мира, 69Ю","342357380440800980038482","01046271751311772155hU,z",,"","2025-06-15 09:33:00","5504242150","4d539e73-c2fc-4933-a3d0-ca8ee90eb354","Нет",,,,,,,,"04627175131177","2ad00523-7bea-49f6-aa3c-2e2479f7e484","Омск","7380440800980038","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:29:49","Молочная продукция","Омская область","Омская обл, г Омск, ул 4-я Челюскинцев, 1","53757384440800426871482","0104627175131177215I2RWp",,"","2025-06-15 09:24:00","5504242150","c95852ac-be14-49b3-ba52-e83c843c8d91","Нет",,,,,,,,"04627175131177","44337f20-55ad-43ff-9c60-4c4aa56c6a65","Омск","7384440800426871","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:29:49","Молочная продукция","Омская область","Омская обл, г Омск, ул 4-я Челюскинцев, 1","120797384440800426870482","0104627175131177215I5KBe",,"","2025-06-15 09:22:00","5504242150","8dc43895-b5d8-42b6-ba88-dcb3387925d8","Нет",,,,,,,,"04627175131177","44337f20-55ad-43ff-9c60-4c4aa56c6a65","Омск","7384440800426870","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:25:03","Молочная продукция","Омская область","Омская обл, г Омск, ул 4-я Челюскинцев, 1","120787384440800426870482","0104627175131177215lQ-Bq",,"","2025-06-15 09:19:00","5504242150","45f43928-fe3d-4a1d-9018-6e11721acbe3","Нет",,,,,,,,"04627175131177","44337f20-55ad-43ff-9c60-4c4aa56c6a65","Омск","7384440800426870","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:12:41","Молочная продукция","Омская область","Омская обл, г Омск, пр-кт Мира, 69Ю","342297380440800980038482","01046271751311772154roUe",,"","2025-06-15 09:07:00","5504242150","1b666306-18de-4c41-a81e-91c4b47f81a5","Нет",,,,,,,,"04627175131177","2ad00523-7bea-49f6-aa3c-2e2479f7e484","Омск","7380440800980038","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:12:41","Молочная продукция","Омская область","Омская обл, Тюкалинский р-н, г Тюкалинск, ул 2-я Магистральная, 3","122117380440700653684482","0104627175131177215aPqEW",,"","2025-06-15 09:07:00","5504242150","3aeb5d49-056e-454a-b422-37b27ec006b1","Нет",,,,,,,,"04627175131177","7dbd263d-7fbe-4756-8bd9-089076b8fce9","Тюкалинский","7380440700653684","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:12:41","Молочная продукция","Омская область","Омская обл, Тюкалинский р-н, г Тюкалинск, ул 2-я Магистральная, 3","122117380440700653684482","0104627175131177215aTHHf",,"","2025-06-15 09:07:00","5504242150","a44a8b52-acde-4f92-a741-3ff3d00a6bfe","Нет",,,,,,,,"04627175131177","7dbd263d-7fbe-4756-8bd9-089076b8fce9","Тюкалинский","7380440700653684","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:04:13","Молочная продукция","Омская область","Омская обл, Азовский немецкий национальный р-н, с Азово, ул Российская, 47","61627380440801820321482","01046271751311772154DI?i",,"","2025-06-15 09:01:00","5504242150","d1f4fe69-57ff-4b13-9406-f8e223daa5fc","Нет",,,,,,,,"04627175131177","75b91049-2c38-4a67-92c8-06fffd699f02","Азовский немецкий","7380440801820321","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 08:50:23","Молочная продукция","Омская область","Омская обл, г Омск, пр-кт Мира, 69Ю","342277380440800980038482","0104627175131177215SlVrk",,"","2025-06-15 08:46:00","5504242150","a3a12ec4-6d45-436d-8fb5-f06fd20205bd","Нет",,,,,,,,"04627175131177","2ad00523-7bea-49f6-aa3c-2e2479f7e484","Омск","7380440800980038","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 08:50:23","Молочная продукция","Омская область","Омская обл, г Омск, пр-кт Мира, 69Ю","342277380440800980038482","0104627175131177215sm-VE",,"","2025-06-15 08:46:00","5504242150","47507df0-7e1b-4854-b721-4010b4024d2d","Нет",,,,,,,,"04627175131177","2ad00523-7bea-49f6-aa3c-2e2479f7e484","Омск","7380440800980038","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 08:47:18","Молочная продукция","Омская область","Омская обл, г Омск, ул Шебалдина, 60","36267380440801820153482","0104603406005141215>!""E/",,"","2025-06-15 08:42:00","5504242150","e8982dce-83ed-4fd9-b9aa-d92e027ded2f","Нет",,,,,,,,"04603406005141","cb98d538-6e75-4188-a729-d4a01f6a2b37","Омск","7380440801820153","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 08:47:18","Молочная продукция","Омская область","Омская обл, г Омск, ул Шебалдина, 60","36267380440801820153482","0104603406005141215XVq8%",,"","2025-06-15 08:42:00","5504242150","4114ab46-8df6-4eea-bb99-0f29f2bd5e0f","Нет",,,,,,,,"04603406005141","cb98d538-6e75-4188-a729-d4a01f6a2b37","Омск","7380440801820153","Нет"
